study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB32566	SAMEA5770319	ERS3573863	ERX3557293	ERR3550688	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3550688/ERR3550688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3550688/ERR3550688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550688/R1221.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550688/R1221.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550688/R1221.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550688/R1221.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3550688	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3550688		
PRJEB32566	SAMEA5770271	ERS3573815	ERX3557295	ERR3550690	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3550690/ERR3550690.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3550690/ERR3550690.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550690/R126.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550690/R126.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550690/R126.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550690/R126.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3550690	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3550690		
PRJEB32566	SAMEA5770193	ERS3573737	ERX3557313	ERR3550708	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3550708/ERR3550708.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3550708/ERR3550708.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550708/R2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550708/R2.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550708/R2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550708/R2.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3550708	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3550708		
PRJEB32566	SAMEA5770201	ERS3573745	ERX3557645	ERR3551355	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3551355/ERR3551355.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3551355/ERR3551355.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3551355/R16.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3551355/R16.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3551355/R16.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3551355/R16.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3551355	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3551355		
PRJEB32566	SAMEA5770285	ERS3573829	ERX3557722	ERR3555028	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555028/ERR3555028.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555028/ERR3555028.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555028/R110.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555028/R110.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555028/R110.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555028/R110.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555028	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555028		
PRJEB32566	SAMEA5770233	ERS3573777	ERX3557723	ERR3555029	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555029/ERR3555029.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555029/ERR3555029.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555029/R131.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555029/R131.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555029/R131.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555029/R131.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3555029	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3555029		
PRJEB32566	SAMEA5770291	ERS3573835	ERX3557724	ERR3555030	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3555030/ERR3555030.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3555030/ERR3555030.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555030/R118.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555030/R118.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555030/R118.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555030/R118.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3555030	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3555030		
PRJEB32566	SAMEA5770318	ERS3573862	ERX3557725	ERR3555031	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3555031/ERR3555031.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3555031/ERR3555031.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555031/R1220.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555031/R1220.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555031/R1220.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555031/R1220.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3555031	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3555031		
PRJEB32566	SAMEA5770203	ERS3573747	ERX3557726	ERR3555032	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3555032/ERR3555032.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3555032/ERR3555032.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555032/R24.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555032/R24.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555032/R24.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555032/R24.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3555032	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3555032		
PRJEB32566	SAMEA5770294	ERS3573838	ERX3557727	ERR3555033	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3555033/ERR3555033.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3555033/ERR3555033.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555033/R122.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555033/R122.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555033/R122.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555033/R122.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3555033	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3555033		
PRJEB32566	SAMEA5770317	ERS3573861	ERX3557728	ERR3555034	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555034/ERR3555034.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555034/ERR3555034.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555034/R1219.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555034/R1219.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555034/R1219.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555034/R1219.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555034	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555034		
PRJEB32566	SAMEA5770302	ERS3573846	ERX3557729	ERR3555035	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3555035/ERR3555035.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3555035/ERR3555035.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555035/R57.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555035/R57.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555035/R57.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555035/R57.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3555035	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3555035		
PRJEB32566	SAMEA5770232	ERS3573776	ERX3557730	ERR3555036	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3555036/ERR3555036.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3555036/ERR3555036.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555036/R116.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555036/R116.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555036/R116.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555036/R116.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3555036	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3555036		
PRJEB32566	SAMEA5770283	ERS3573827	ERX3557731	ERR3555037	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3555037/ERR3555037.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3555037/ERR3555037.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555037/R108.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555037/R108.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555037/R108.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555037/R108.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3555037	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3555037		
PRJEB32566	SAMEA5770290	ERS3573834	ERX3557732	ERR3555038	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555038/ERR3555038.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555038/ERR3555038.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555038/R117.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555038/R117.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555038/R117.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555038/R117.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555038	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555038		
PRJEB32566	SAMEA5770230	ERS3573774	ERX3557733	ERR3555039	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555039/ERR3555039.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555039/ERR3555039.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555039/R114.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555039/R114.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555039/R114.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555039/R114.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3555039	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3555039		
PRJEB32566	SAMEA5770215	ERS3573759	ERX3557734	ERR3555040	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3555040/ERR3555040.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3555040/ERR3555040.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555040/R1016.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555040/R1016.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555040/R1016.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555040/R1016.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3555040	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3555040		
PRJEB32566	SAMEA5770281	ERS3573825	ERX3557735	ERR3555041	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3555041/ERR3555041.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3555041/ERR3555041.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555041/R106.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555041/R106.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555041/R106.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555041/R106.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3555041	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3555041		
PRJEB32566	SAMEA5770292	ERS3573836	ERX3557736	ERR3555042	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3555042/ERR3555042.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/002/ERR3555042/ERR3555042.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555042/R120.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555042/R120.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555042/R120.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555042/R120.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3555042	ftp.sra.ebi.ac.uk/vol1/err/ERR355/002/ERR3555042		
PRJEB32566	SAMEA5770293	ERS3573837	ERX3557737	ERR3555043	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3555043/ERR3555043.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/003/ERR3555043/ERR3555043.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555043/R121.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555043/R121.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555043/R121.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555043/R121.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3555043	ftp.sra.ebi.ac.uk/vol1/err/ERR355/003/ERR3555043		
PRJEB32566	SAMEA5770320	ERS3573864	ERX3557738	ERR3555044	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555044/ERR3555044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555044/ERR3555044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555044/R1224.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555044/R1224.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555044/R1224.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555044/R1224.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555044	ftp.sra.ebi.ac.uk/vol1/err/ERR355/004/ERR3555044		
PRJEB32566	SAMEA5770255	ERS3573799	ERX3557739	ERR3555045	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3555045/ERR3555045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3555045/ERR3555045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555045/R125.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555045/R125.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555045/R125.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555045/R125.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3555045	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3555045		
PRJEB32566	SAMEA5770296	ERS3573840	ERX3557740	ERR3555046	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3555046/ERR3555046.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3555046/ERR3555046.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555046/R1283.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555046/R1283.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555046/R1283.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555046/R1283.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3555046	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3555046		
PRJEB32566	SAMEA5770300	ERS3573844	ERX3557741	ERR3555047	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3555047/ERR3555047.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3555047/ERR3555047.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555047/R1285.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555047/R1285.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555047/R1285.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555047/R1285.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3555047	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3555047		
PRJEB32566	SAMEA5770316	ERS3573860	ERX3557742	ERR3555048	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555048/ERR3555048.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555048/ERR3555048.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555048/R1286.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555048/R1286.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555048/R1286.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555048/R1286.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555048	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555048		
PRJEB32566	SAMEA5770313	ERS3573857	ERX3557779	ERR3555085	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3555085/ERR3555085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3555085/ERR3555085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555085/R1287.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555085/R1287.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555085/R1287.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555085/R1287.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3555085	ftp.sra.ebi.ac.uk/vol1/err/ERR355/005/ERR3555085		
PRJEB32566	SAMEA5770314	ERS3573858	ERX3557780	ERR3555086	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3555086/ERR3555086.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3555086/ERR3555086.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555086/R1288.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555086/R1288.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555086/R1288.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555086/R1288.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3555086	ftp.sra.ebi.ac.uk/vol1/err/ERR355/006/ERR3555086		
PRJEB32566	SAMEA5770315	ERS3573859	ERX3557781	ERR3555087	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3555087/ERR3555087.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/007/ERR3555087/ERR3555087.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555087/R1289.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555087/R1289.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555087/R1289.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555087/R1289.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3555087	ftp.sra.ebi.ac.uk/vol1/err/ERR355/007/ERR3555087		
PRJEB32566	SAMEA5770306	ERS3573850	ERX3557828	ERR3555088	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555088/ERR3555088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555088/ERR3555088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555088/R1290.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555088/R1290.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555088/R1290.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555088/R1290.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555088	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555088		
PRJEB32566	SAMEA5770272	ERS3573816	ERX3557931	ERR3555111	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3555111/ERR3555111.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/001/ERR3555111/ERR3555111.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555111/R130.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555111/R130.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555111/R130.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555111/R130.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3555111	ftp.sra.ebi.ac.uk/vol1/err/ERR355/001/ERR3555111		
PRJEB32566	SAMEA5770257	ERS3573801	ERX3557932	ERR3555238	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555238/ERR3555238.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555238/ERR3555238.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555238/R132.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555238/R132.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555238/R132.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555238/R132.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555238	ftp.sra.ebi.ac.uk/vol1/err/ERR355/008/ERR3555238		
PRJEB32566	SAMEA5770273	ERS3573817	ERX3557933	ERR3555239	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555239/ERR3555239.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555239/ERR3555239.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555239/R133.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555239/R133.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555239/R133.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555239/R133.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3555239	ftp.sra.ebi.ac.uk/vol1/err/ERR355/009/ERR3555239		
PRJEB32566	SAMEA5770274	ERS3573818	ERX3557934	ERR3555240	9606	Homo sapiens	unspecified	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3555240/ERR3555240.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3555240/ERR3555240.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555240/R134.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555240/R134.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555240/R134.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555240/R134.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3555240	ftp.sra.ebi.ac.uk/vol1/err/ERR355/000/ERR3555240		
